text	motif
1609	на жену за то что она не заботилась об этом прелестном ребенке и в этом расположении досады на нее не хотелось идти к ней не хотелось тоже и видеть княгиню бетси но жена могла удивиться отчего он по обыкновению не зашел к ней и потому он сделав усилие над собой пошел в спальню
1609	но раздумав что это было бы недостойно он опять повернулся и кашлянув пошел к спальне
1613	xx алексей александрович поклонился бетси в зале и пошел к жене
1613	xx алексей александрович поклонился бетси в зале и пошел к жене
1618	проводив княгиню бетси до сеней еще раз поцеловав ее руку выше перчатки там где бьется пульс и наврав ей еще такого неприличного вздора что она уже не знала сердиться ли ей или смеяться степан аркадьич пошел к сестре
1618	проводив княгиню бетси до сеней еще раз поцеловав ее руку выше перчатки там где бьется пульс и наврав ей еще такого неприличного вздора что она уже не знала сердиться ли ей или смеяться степан аркадьич пошел к сестре
1621	я чувствую что лечу головой вниз в какую-то пропасть но я не должна спасаться
1621	я чувствую что лечу головой вниз в какую-то пропасть но я не должна спасаться
1677	пойдем же к жене она так хочет тебя видеть
1677	пойдем же к жене она так хочет тебя видеть
1686	и степан аркадьич встал и пошел вниз к новому начальнику
1686	и степан аркадьич встал и пошел вниз к новому начальнику
1722	он встал и покорно пошел за нею в классную комнату
1722	он встал и покорно пошел за нею в классную комнату
1741	левин пошел к дому щербацких
1741	левин пошел к дому щербацких
1745	mademoiselle linon заторопилась и оставив его пошла к другой двери
1745	mademoiselle linon заторопилась и оставив его пошла к другой двери
1761	увидав слезы вронского почувствовал прилив того душевного расстройства которое производил в нем вид страданий других людей и отворачивая лицо он не дослушав его слов поспешно пошел к двери
1761	в нем вид страданий других людей и отворачивая лицо он не дослушав его слов поспешно пошел к двери
1781	присутствие княгини тверской и по воспоминаниям связанным с нею и потому что он вообще не любил ее было неприятно алексею александровичу и он пошел прямо в детскую
1781	присутствие княгини тверской и по воспоминаниям связанным с нею и потому что он вообще не любил ее было неприятно алексею александровичу и он пошел прямо в детскую
1784	могла удивиться отчего он по обыкновению не зашел к ней и потому он сделав усилие над собой пошел в спальню
1784	но раздумав что это было бы недостойно он опять повернулся и кашлянув пошел к спальне
1784	но раздумав что это было бы недостойно он опять повернулся и кашлянув пошел к спальне
1788	xx алексей александрович поклонился бетси в зале и пошел к жене
1788	xx алексей александрович поклонился бетси в зале и пошел к жене
1794	проводив княгиню бетси до сеней еще раз поцеловав ее руку выше перчатки там где бьется пульс и наврав ей еще такого неприличного вздора что она уже не знала сердиться ли ей или смеяться степан аркадьич пошел к сестре
1794	проводив княгиню бетси до сеней еще раз поцеловав ее руку выше перчатки там где бьется пульс и наврав ей еще такого неприличного вздора что она уже не знала сердиться ли ей или смеяться степан аркадьич пошел к сестре
1797	я чувствую что лечу головой вниз в какую-то пропасть но я не должна спасаться
1797	я чувствую что лечу головой вниз в какую-то пропасть но я не должна спасаться
1821	как-нибудь устроится подумал он и пошел к амвону
1821	как-нибудь устроится подумал он и пошел к амвону
1843	однако как глупеют люди в этом положении сказал он чирикову когда левин растерянно поглядев на него подвинулся к невесте
1843	однако как глупеют люди в этом положении сказал он чирикову когда левин растерянно поглядев на него подвинулся к невесте
1862	я к ней иду по-французски сказал он внимательно вглядываясь в лицо голенищева
1862	я к ней иду по-французски сказал он внимательно вглядываясь в лицо голенищева
1880	он пошел к жене и насупившись
1880	никогда он с таким жаром и успехом не работал как когда жизнь его шла плохо и в особенности когда он ссорился с женой
1880	он пошел к жене и насупившись не глядя на нее спросил у старшей девочки где та бумага которую он дал им
1880	никогда он с таким жаром и успехом не работал как когда жизнь его шла плохо и в особенности когда он ссорился с женой
1882	и помирившись с женой он надел оливковое с бархатным воротничком пальто и шляпу и пошел в студию
1882	и помирившись с женой он надел оливковое с бархатным воротничком пальто и шляпу и пошел в студию
1916	заговорила она вскочила и побежала в гостиную
1916	заговорила она вскочила и побежала в гостиную
1921	левин пошел к брату
1921	левин пошел к брату
1925	и оправившись и совершенно забыв уже про марью николаевну он опять с кити пошел к брату
1925	левин должен был согласиться и оправившись и совершенно забыв уже про марью николаевну он опять с кити пошел к брату
1949	после обеда однако кити встала и пошла как всегда с работой к больному
1949	после обеда однако кити встала и пошла как всегда с работой к больному
1964	графиня лидия ивановна пошла на половину сережи и там обливая слезами щеки испуганного мальчика сказала ему что отец его святой и что мать его умерла
1964	графиня лидия ивановна пошла на половину сережи и там обливая слезами щеки испуганного мальчика сказала ему что отец его святой и что мать его умерла
1973	оставшись один алексей александрович опустил голову собирая мысли потом рассеянно оглянулся и пошел к двери у которой надеялся встретить графиню лидию ивановну
1973	оставшись один алексей александрович опустил голову собирая мысли потом рассеянно оглянулся и пошел к двери у которой надеялся встретить графиню лидию ивановну
1975	проходя сквозь строй насмешливых взглядов он естественно тянулся к ее влюбленному взгляду как растение к свету
1975	проходя сквозь строй насмешливых взглядов он естественно тянулся к ее влюбленному взгляду как растение к свету
1997	с своей стороны ничего не имел против этого и вместе с алексеем пошел к анне
1997	старший брат всегда уважавший суждения меньшего не знал хорошенько прав ли он или нет до тех пор пока свет не решил этого вопроса сам же с своей стороны ничего не имел против этого и вместе с алексеем пошел к анне
2007	она хотела что-то сказать но голос отказался произнести какие-нибудь звуки с виноватою мольбой взглянув на старика она быстрыми легкими шагами пошла на лестницу
2007	она хотела что-то сказать но голос отказался произнести какие-нибудь звуки с виноватою мольбой взглянув на старика она быстрыми легкими шагами пошла на лестницу
2012	все узнали что приехала барыня и что капитоныч пустил ее и что она теперь в детской а между тем барин всегда в девятом часу сам заходит в детскую и все
2013	алексей александрович сейчас выйдут пойдут в детскую
2013	алексей александрович сейчас выйдут пойдут в детскую
2015	она часто ходит ко мне и когда придет начал было он но остановился заметив что няня шепотом что-то сказала матери и что на лице матери выразились испуг и что-то похожее на стыд что так не шло к матери
2015	на стыд что так не шло к матери
2021	и перебирая события последних дней ей казалось что во всем она видела подтверждение этой страшной мысли и то что он вчера обедал не дома и то что он настоял на том чтоб они в петербурге остановились врознь и то что даже теперь шел к ней не один как бы избегая свиданья с глазу на глаз
2021	и то что он настоял на том чтоб они в петербурге остановились врознь и то что даже теперь шел к ней не один как бы избегая свиданья с глазу на глаз
2022	она позвонила девушку и пошла в уборную
2022	она позвонила девушку и пошла в уборную
2038	не успею очень жалко до другого раза сказал вронский и побежал вверх по лестнице в ложу брата
2038	не успею очень жалко до другого раза сказал вронский и побежал вверх по лестнице в ложу брата
2038	тревогу и надеясь узнать что-нибудь пошел в ложу брата
2040	она встала и пошла в глубь ложи
2040	она встала и пошла в глубь ложи
2049	как-нибудь устроится подумал он и пошел к амвону
2049	как-нибудь устроится подумал он и пошел к амвону
2072	однако как глупеют люди в этом положении сказал он чирикову когда левин растерянно поглядев на него подвинулся к невесте
2072	однако как глупеют люди в этом положении сказал он чирикову когда левин растерянно поглядев на него подвинулся к невесте
2094	я к ней иду по-французски сказал он внимательно вглядываясь в лицо голенищева
2094	я к ней иду по-французски сказал он внимательно вглядываясь в лицо голенищева
2113	он пошел к жене и насупившись
2113	никогда он с таким жаром и успехом не работал как когда жизнь его шла плохо и в особенности когда он ссорился с женой
2113	никогда он с таким жаром и успехом не работал как когда жизнь его шла плохо и в особенности когда он ссорился с женой
2115	и помирившись с женой он надел оливковое с бархатным воротничком пальто и шляпу и пошел в студию
2115	и помирившись с женой он надел оливковое с бархатным воротничком пальто и шляпу и пошел в студию
2153	заговорила она вскочила и побежала в гостиную
2153	заговорила она вскочила и побежала в гостиную
2158	сказал левин с досадой оглядываясь на господина который подрагивая ногами как будто по своему делу шел в это время по коридору
2159	левин пошел к брату
2159	левин пошел к брату
2163	и оправившись и совершенно забыв уже про марью николаевну он опять с кити пошел к брату
2189	после обеда однако кити встала и пошла как всегда с работой к больному
2189	после обеда однако кити встала и пошла как всегда с работой к больному
2205	графиня лидия ивановна пошла на половину сережи и там обливая слезами щеки испуганного мальчика сказала ему что отец его святой и что мать его умерла
2205	графиня лидия ивановна пошла на половину сережи и там обливая слезами щеки испуганного мальчика сказала ему что отец его святой и что мать его умерла
2215	оставшись один алексей александрович опустил голову собирая мысли потом рассеянно оглянулся и пошел к двери у которой надеялся встретить графиню лидию ивановну
2215	оставшись один алексей александрович опустил голову собирая мысли потом рассеянно оглянулся и пошел к двери у которой надеялся встретить графиню лидию ивановну
2217	проходя сквозь строй насмешливых взглядов он естественно тянулся к ее влюбленному взгляду как растение к свету
2217	проходя сквозь строй насмешливых взглядов он естественно тянулся к ее влюбленному взгляду как растение к свету
2242	с своей стороны ничего не имел против этого и вместе с алексеем пошел к анне
2253	она хотела что-то сказать но голос отказался произнести какие-нибудь звуки с виноватою мольбой взглянув на старика она быстрыми легкими шагами пошла на лестницу
2253	она хотела что-то сказать но голос отказался произнести какие-нибудь звуки с виноватою мольбой взглянув на старика она быстрыми легкими шагами пошла на лестницу
2258	все узнали что приехала барыня и что капитоныч пустил ее и что она теперь в детской а между тем барин всегда в девятом часу сам заходит в детскую и все понимали что встреча супругов невозможна и что надо помешать ей
2258	все узнали что приехала барыня и что капитоныч пустил ее и что она теперь в детской а между тем барин всегда в девятом часу сам заходит в детскую и все
2259	алексей александрович сейчас выйдут пойдут в детскую
2259	алексей александрович сейчас выйдут пойдут в детскую
2261	на стыд что так не шло к матери
2268	и то что он настоял на том чтоб они в петербурге остановились врознь и то что даже теперь шел к ней не один как бы избегая свиданья с глазу на глаз
2268	она позвонила девушку и пошла в уборную
2268	она позвонила девушку и пошла в уборную
2285	тревогу и надеясь узнать что-нибудь пошел в ложу брата
2285	не успею очень жалко до другого раза сказал вронский и побежал вверх по лестнице в ложу брата
2285	не успею очень жалко до другого раза сказал вронский и побежал вверх по лестнице в ложу брата
2285	зная что что-то случилось но не зная что именно вронский испытывал мучительную тревогу и надеясь узнать что-нибудь пошел в ложу брата
2288	она встала и пошла в глубь ложи
2288	она встала и пошла в глубь ложи
2303	когда они пошли пешком вперед других и вышли из виду дома на накатанную пыльную и усыпанную ржаными колосьями и зернами дорогу она крепче оперлась на его руку и прижала ее к себе
2303	когда они пошли пешком вперед других и вышли из виду дома на накатанную пыльную и усыпанную ржаными колосьями и зернами дорогу она крепче оперлась на его руку и прижала ее к себе
2310	пойду теперь независимо от всех собирать грибы а то мои приобретения незаметны сказал он и пошел один с опушки леса где они ходили по шелковистой низкой траве между редкими старыми березами в середину леса где между белыми березовыми стволами серели стволы осины и темнели кусты орешника
2325	шумно разговаривая все пошли в дом но как только все уселись левин повернулся и вышел
2325	шумно разговаривая все пошли в дом но как только все уселись левин повернулся и вышел
2327	мало того что шел таинственный разговор он видел в лице своей жены выражение серьезного чувства когда она не спуская глаз смотрела в красивое лицо васеньки что-то оживленно рассказывавшего
2327	мало того что шел таинственный разговор он видел в лице своей жены выражение серьезного чувства когда она не спуская глаз смотрела в красивое лицо васеньки что-то оживленно рассказывавшего
2342	не успели остановиться как собаки перегоняя одна другую уже летели к болоту
2342	не успели остановиться как собаки перегоняя одна другую уже летели к болоту
2344	он передал вожжи весловскому и пошел в болото
2344	он передал вожжи весловскому и пошел в болото
2345	выбирая место для ноги он подвигался к собаке
2345	выбирая место для ноги он подвигался к собаке
2348	отсюда оно идет направо где лошади ходят там кочки дупеля бывают и кругом этой осоки вон до того ольшаника и до самой мельницы
2348	отсюда оно идет направо где лошади ходят там кочки дупеля бывают и кругом этой осоки вон до того ольшаника и до самой мельницы
2351	ну теперь расходимся сказал степан аркадьич и прихрамывая на левую ногу и держа ружье наготове и посвистывая собаке пошел в одну сторону
2351	ну теперь расходимся сказал степан аркадьич и прихрамывая на левую ногу и держа ружье наготове и посвистывая собаке пошел в одну сторону
2354	и тотчас вся усталость исчезла и он легко пошел по трясине к собаке
2354	и тотчас вся усталость исчезла и он легко пошел по трясине к собаке
2357	умытые и чистые они пошли в подметенный сенной сарай где кучера приготовили господам постели
2357	умытые и чистые они пошли в подметенный сенной сарай где кучера приготовили господам постели
2365	он слышал как его лошади жевали сено потом как хозяин со старшим малым собирался и уехал в ночное потом слышал как солдат укладывался спать с другой стороны сарая с племянником маленьким сыном хозяина слышал как мальчик тоненьким голоском сообщил дяде свое впечатление о собаках которые казались мальчику страшными и огромными потом как мальчик расспрашивал кого будут ловить эти собаки и как солдат хриплым и сонным голосом говорил ему что завтра охотники пойдут в болото и будут палить из ружей и как потом чтоб отделаться от вопросов мальчика он сказал спи васька спи а то смотри и скоро сам захрапел и все затихло только слышно было ржание лошадей и каркание бекаса
2365	дяде свое впечатление о собаках которые казались мальчику страшными и огромными потом как мальчик расспрашивал кого будут ловить эти собаки и как солдат хриплым и сонным голосом говорил ему что завтра охотники пойдут в болото и будут палить из ружей и как потом чтоб отделаться от вопросов мальчика он сказал спи васька спи а то смотри и скоро сам захрапел и все затихло только слышно было ржание лошадей и каркание бекаса
2367	ласка весело бежала впереди по тропинке левин шел за нею быстрым легким шагом беспрестанно поглядывая на небо
2367	ласка весело бежала впереди по тропинке левин шел за нею быстрым легким шагом беспрестанно поглядывая на небо
2368	все они вылетали из-за плетня пчельника и над коноплей скрывались по направлению к болоту
2368	все они вылетали из-за плетня пчельника и над коноплей скрывались по направлению к болоту
2372	галки летели в поле и босоногий мальчишка уже подгонял лошадей к поднявшемуся из-под кафтана и почесывавшемуся старику
2372	галки летели в поле и босоногий мальчишка уже подгонял лошадей к поднявшемуся из-под кафтана и почесывавшемуся старику
2382	ну пойдем в сад
2382	ну пойдем в сад
2383	xv проводив жену наверх левин пошел на половину долли
2383	xv проводив жену наверх левин пошел на половину долли
2400	один из мужиков поднялся и пошел к коляске
2400	один из мужиков поднялся и пошел к коляске
2402	с представлением о верховой езде для дамы в понятии дарьи александровны соединялось представление молодого легкого кокетства которое по ее мнению не шло к положению анны но когда она рассмотрела ее вблизи она тотчас же примирилась с ее верховою ездой
2402	с представлением о верховой езде для дамы в понятии дарьи александровны соединялось представление молодого легкого кокетства которое по ее мнению не шло к положению анны но когда она рассмотрела ее вблизи она тотчас же примирилась с ее верховою ездой
2419	только тем что в такую неправильную семью как аннина не пошла бы хорошая дарья александровна и объяснила себе то что анна с своим знанием людей могла взять к своей девочке такую несимпатичную нереспектабельную англичанку
2419	только тем что в такую неправильную семью как аннина не пошла бы хорошая дарья александровна и объяснила себе то что анна с своим знанием людей могла взять к своей девочке такую несимпатичную нереспектабельную англичанку
2422	весловский и тушкевич пошли в купальню и там обещали приготовить лодку и подождать
2422	весловский и тушкевич пошли в купальню и там обещали приготовить лодку и подождать
2436	долли пошла в свою комнату и ей стало смешно
2436	они встали и пошли к дому
2436	они встали и пошли к дому
2436	долли пошла в свою комнату и ей стало смешно
2460	анна между тем вернувшись в свой кабинет взяла рюмку и накапала в нее несколько капель лекарства в котором важную часть составлял морфин и выпив и посидев несколько времени неподвижно с успокоенным и веселым духом пошла в спальню
2460	анна между тем вернувшись в свой кабинет взяла рюмку и накапала в нее несколько капель лекарства в котором важную часть составлял морфин и выпив и посидев несколько времени неподвижно с успокоенным и веселым духом пошла в спальню
2473	окончив речь губернатор пошел из залы и дворяне шумно и оживленно некоторые даже восторженно последовали за ним и окружили его в то время как он надевал шубу и дружески разговаривал
2473	окончив речь губернатор пошел из залы и дворяне шумно и оживленно некоторые даже восторженно последовали за ним и окружили его в то время как он надевал шубу и дружески разговаривал с губернским предводителем
2498	уездные предводители заходили с тарелочками в которых были шары от своих столов к губернскому и начались выборы
2498	уездные предводители заходили с тарелочками в которых были шары от своих столов к губернскому и начались выборы
2500	съев котлетку с фасолью и поговорив с лакеем о прежних господах левин не желая входить в залу где ему было так неприятно пошел пройтись на хоры
2500	съев котлетку с фасолью и поговорив с лакеем о прежних господах левин не желая входить в залу где ему было так неприятно пошел пройтись на хоры
2502	и тяжело вздохнув губернский предводитель устало шмыгая в своих белых панталонах опустив голову пошел по средине залы к большому столу
2502	и тяжело вздохнув губернский предводитель устало шмыгая в своих белых панталонах опустив голову пошел по средине залы к большому столу
2503	когда неведовский пошел из залы толпа окружила его и восторженно следовала за ним так же как она следовала в первый день за губернатором открывшим выборы и так же как она следовала за снетковым когда тот был выбран
2503	когда неведовский пошел из залы толпа окружила его и восторженно следовала за ним так же как она следовала в первый день за губернатором открывшим выборы и так же как она следовала за снетковым когда тот был выбран
2530	когда они пошли пешком вперед других и вышли из виду дома на накатанную пыльную и усыпанную ржаными колосьями и зернами дорогу она крепче оперлась на его руку и прижала ее к себе
2530	когда они пошли пешком вперед других и вышли из виду дома на накатанную пыльную и усыпанную ржаными колосьями и зернами дорогу она крепче оперлась на его руку и прижала ее к себе
2553	шумно разговаривая все пошли в дом но как только все уселись левин повернулся и вышел
2553	шумно разговаривая все пошли в дом но как только все уселись левин повернулся и вышел
2555	мало того что шел таинственный разговор он видел в лице своей жены выражение серьезного чувства когда она не спуская глаз смотрела в красивое лицо васеньки что-то оживленно рассказывавшего
2555	мало того что шел таинственный разговор он видел в лице своей жены выражение серьезного чувства когда она не спуская глаз смотрела в красивое лицо васеньки что-то оживленно рассказывавшего
2571	не успели остановиться как собаки перегоняя одна другую уже летели к болоту
2571	не успели остановиться как собаки перегоняя одна другую уже летели к болоту
2573	он передал вожжи весловскому и пошел в болото
2573	он передал вожжи весловскому и пошел в болото
2574	выбирая место для ноги он подвигался к собаке
2574	выбирая место для ноги он подвигался к собаке
2577	отсюда оно идет направо где лошади ходят там кочки дупеля бывают и кругом этой осоки вон до того ольшаника и до самой мельницы
2577	отсюда оно идет направо где лошади ходят там кочки дупеля бывают и кругом этой осоки вон до того ольшаника и до самой мельницы
2580	ну теперь расходимся сказал степан аркадьич и прихрамывая на левую ногу и держа ружье наготове и посвистывая собаке пошел в одну сторону
2580	ну теперь расходимся сказал степан аркадьич и прихрамывая на левую ногу и держа ружье наготове и посвистывая собаке пошел в одну сторону
2583	и тотчас вся усталость исчезла и он легко пошел по трясине к собаке
2583	и тотчас вся усталость исчезла и он легко пошел по трясине к собаке
2586	умытые и чистые они пошли в подметенный сенной сарай где кучера приготовили господам постели
2586	умытые и чистые они пошли в подметенный сенной сарай где кучера приготовили господам постели
2595	дяде свое впечатление о собаках которые казались мальчику страшными и огромными потом как мальчик расспрашивал кого будут ловить эти собаки и как солдат хриплым и сонным голосом говорил ему что завтра охотники пойдут в болото и будут палить из ружей и как потом чтоб отделаться от вопросов мальчика он сказал спи васька спи а то смотри и скоро сам захрапел и все затихло только слышно было ржание лошадей и каркание бекаса
2597	ласка весело бежала впереди по тропинке левин шел за нею быстрым легким шагом беспрестанно поглядывая на небо
2597	ласка весело бежала впереди по тропинке левин шел за нею быстрым легким шагом беспрестанно поглядывая на небо
2598	все они вылетали из-за плетня пчельника и над коноплей скрывались по направлению к болоту
2598	все они вылетали из-за плетня пчельника и над коноплей скрывались по направлению к болоту
2602	галки летели в поле и босоногий мальчишка уже подгонял лошадей к поднявшемуся из-под кафтана и почесывавшемуся старику
2602	галки летели в поле и босоногий мальчишка уже подгонял лошадей к поднявшемуся из-под кафтана и почесывавшемуся старику
2613	ну пойдем в сад
2613	ну пойдем в сад
2615	xv проводив жену наверх левин пошел на половину долли
2615	xv проводив жену наверх левин пошел на половину долли
2634	один из мужиков поднялся и пошел к коляске
2634	один из мужиков поднялся и пошел к коляске
2636	с представлением о верховой езде для дамы в понятии дарьи александровны соединялось представление молодого легкого кокетства которое по ее мнению не шло к положению анны но когда она рассмотрела ее вблизи она тотчас же примирилась с ее верховою ездой
2636	с представлением о верховой езде для дамы в понятии дарьи александровны соединялось представление молодого легкого кокетства которое по ее мнению не шло к положению анны но когда она рассмотрела ее вблизи она тотчас же примирилась с ее верховою ездой
2654	только тем что в такую неправильную семью как аннина не пошла бы хорошая дарья александровна и объяснила себе то что анна с своим знанием людей могла взять к своей девочке такую несимпатичную нереспектабельную англичанку
2654	только тем что в такую неправильную семью как аннина не пошла бы хорошая дарья александровна и объяснила себе то что анна с своим знанием людей могла взять к своей девочке такую несимпатичную нереспектабельную англичанку
2657	весловский и тушкевич пошли в купальню и там обещали приготовить лодку и подождать
2657	весловский и тушкевич пошли в купальню и там обещали приготовить лодку и подождать
2672	они встали и пошли к дому
2672	они встали и пошли к дому
2673	долли пошла в свою комнату и ей стало смешно
2673	долли пошла в свою комнату и ей стало смешно
2697	анна между тем вернувшись в свой кабинет взяла рюмку и накапала в нее несколько капель лекарства в котором важную часть составлял морфин и выпив и посидев несколько времени неподвижно с успокоенным и веселым духом пошла в спальню
2697	анна между тем вернувшись в свой кабинет взяла рюмку и накапала в нее несколько капель лекарства в котором важную часть составлял морфин и выпив и посидев несколько времени неподвижно с успокоенным и веселым духом пошла в спальню
2711	окончив речь губернатор пошел из залы и дворяне шумно и оживленно некоторые даже восторженно последовали за ним и окружили его в то время как он надевал шубу и дружески разговаривал
2738	уездные предводители заходили с тарелочками в которых были шары от своих столов к губернскому и начались выборы
2738	уездные предводители заходили с тарелочками в которых были шары от своих столов к губернскому и начались выборы
2740	съев котлетку с фасолью и поговорив с лакеем о прежних господах левин не желая входить в залу где ему было так неприятно пошел пройтись на хоры
2740	съев котлетку с фасолью и поговорив с лакеем о прежних господах левин не желая входить в залу где ему было так неприятно пошел пройтись на хоры
2742	и тяжело вздохнув губернский предводитель устало шмыгая в своих белых панталонах опустив голову пошел по средине залы к большому столу
2742	и тяжело вздохнув губернский предводитель устало шмыгая в своих белых панталонах опустив голову пошел по средине залы к большому столу
2743	когда неведовский пошел из залы толпа окружила его и восторженно следовала за ним так же как она следовала в первый день за губернатором открывшим выборы и так же как она следовала за снетковым когда тот был выбран
2743	когда неведовский пошел из залы толпа окружила его и восторженно следовала за ним так же как она следовала в первый день за губернатором открывшим выборы и так же как она следовала за снетковым когда тот был выбран
2794	левин встал и пошел с ним к большому столу уставленному водками и самыми разнообразными закусками
2794	левин встал и пошел с ним к большому столу уставленному водками и самыми разнообразными закусками
2797	viii выйдя из-за стола левин чувствуя что у него на ходьбе особенно правильно и легко мотаются руки пошел с гагиным через высокие комнаты к бильярдной
2797	viii выйдя из-за стола левин чувствуя что у него на ходьбе особенно правильно и легко мотаются руки пошел с гагиным через высокие комнаты к бильярдной
2802	левин подошел к столу заплатил проигранные им на тузы сорок рублей заплатил каким-то таинственным образом известные старичку лакею стоявшему у притолоки расходы по клубу и особенно размахивая руками пошел по всем залам к выходу
2805	левин шел за ним все более и более сомневаясь в том хорошо или дурно он делает
2805	левин шел за ним все более и более сомневаясь в том хорошо или дурно он делает
2806	в то время как степан аркадьич заходил за трельяж и говоривший мужской голос замолк левин смотрел на портрет в блестящем освещении выступавший из рамы и не мог оторваться от него
2806	в то время как степан аркадьич заходил за трельяж и говоривший мужской голос замолк левин смотрел на портрет в блестящем освещении выступавший из рамы и не мог оторваться от него
2816	и решив что он это непременно сделает завтра пошел к жене
2816	и решив что он это непременно сделает завтра пошел к жене
2832	этого левин уже не мог выдержать он решительно вырвал у него из рук пузырек и побежал в большие стеклянные двери
2832	этого левин уже не мог выдержать он решительно вырвал у него из рук пузырек и побежал в большие стеклянные двери
2832	лакей согласился пошел наверх и попросил левина в приемную
2832	лакей согласился пошел наверх и попросил левина в приемную
2834	у меня есть пациентка так ее муж при этом всегда убегает в конюшню
2834	у меня есть пациентка так ее муж при этом всегда убегает в конюшню
2839	одно вне ее присутствия с доктором курившим одну толстую папироску за другою и тушившим их о край полной пепельницы с долли и с князем где шла речь об обеде о политике о болезни марьи петровны и где левин вдруг на минуту совершенно забывал что происходило и чувствовал себя точно проснувшимся и другое настроение в ее присутствии у ее изголовья где сердце хотело разорваться и все не разрывалось от сострадания и он не переставая молился богу
2839	одно вне ее присутствия с доктором курившим одну толстую папироску за другою и тушившим их о край полной пепельницы с долли и с князем где шла речь об обеде о политике о болезни марьи петровны и где левин вдруг на минуту совершенно забывал что происходило и чувствовал себя точно проснувшимся и другое настроение в ее присутствии у ее изголовья где сердце хотело разорваться и все не разрывалось от сострадания и он не переставая молился богу
2866	у нас теперь идет железная дорога сказал он отвечая на его вопрос
2866	у нас теперь идет железная дорога сказал он отвечая на его вопрос
2886	он был так пьян что не мог войти на лестницу но он велел себя поставить на ноги увидав степана аркадьича и уцепившись за него пошел с ним в его комнату и там стал рассказывать ему про то как он провел вечер и тут же заснул
2886	он был так пьян что не мог войти на лестницу но он велел себя поставить на ноги увидав степана аркадьича и уцепившись за него пошел с ним в его комнату и там стал рассказывать ему про то как он провел вечер и тут же заснул
2913	и чтобы спастись от своего страха она поспешно пошла в кабинет к нему
2913	и чтобы спастись от своего страха она поспешно пошла в кабинет к нему
2918	она боялась оставаться одна теперь и вслед за человеком вышла из комнаты и пошла в детскую
2918	она боялась оставаться одна теперь и вслед за человеком вышла из комнаты и пошла в детскую
2920	что это я с ума схожу и она пошла в спальню где аннушка убирала комнату
2920	что это я с ума схожу и она пошла в спальню где аннушка убирала комнату
2921	но никто не шел на лестницу и внизу слышны были голоса
2921	но никто не шел на лестницу и внизу слышны были голоса
2936	мы именно шли навстречу до связи а потом неудержимо расходимся в разные стороны
2936	мы именно шли навстречу до связи а потом неудержимо расходимся в разные стороны
2944	она ускорила шаг и отошла от них к краю платформы
2944	быстрым легким шагом спустившись по ступенькам которые шли от водокачки к рельсам она остановилась подле вплоть мимо ее проходящего поезда
2944	она ускорила шаг и отошла от них к краю платформы
2944	быстрым легким шагом спустившись по ступенькам которые шли от водокачки к рельсам она остановилась подле вплоть мимо ее проходящего поезда
2986	левин встал и пошел с ним к большому столу уставленному водками и самыми разнообразными закусками
2986	левин встал и пошел с ним к большому столу уставленному водками и самыми разнообразными закусками
2990	viii выйдя из-за стола левин чувствуя что у него на ходьбе особенно правильно и легко мотаются руки пошел с гагиным через высокие комнаты к бильярдной
2990	viii выйдя из-за стола левин чувствуя что у него на ходьбе особенно правильно и легко мотаются руки пошел с гагиным через высокие комнаты к бильярдной
2999	левин шел за ним все более и более сомневаясь в том хорошо или дурно он делает
2999	левин шел за ним все более и более сомневаясь в том хорошо или дурно он делает
3000	в то время как степан аркадьич заходил за трельяж и говоривший мужской голос замолк левин смотрел на портрет в блестящем освещении выступавший из рамы и не мог оторваться от него
3000	в то время как степан аркадьич заходил за трельяж и говоривший мужской голос замолк левин смотрел на портрет в блестящем освещении выступавший из рамы и не мог оторваться от него
3011	и решив что он это непременно сделает завтра пошел к жене
3011	и решив что он это непременно сделает завтра пошел к жене
3028	лакей согласился пошел наверх и попросил левина в приемную
3028	этого левин уже не мог выдержать он решительно вырвал у него из рук пузырек и побежал в большие стеклянные двери
3028	лакей согласился пошел наверх и попросил левина в приемную
3028	этого левин уже не мог выдержать он решительно вырвал у него из рук пузырек и побежал в большие стеклянные двери
3030	у меня есть пациентка так ее муж при этом всегда убегает в конюшню
3030	у меня есть пациентка так ее муж при этом всегда убегает в конюшню
3035	одно вне ее присутствия с доктором курившим одну толстую папироску за другою и тушившим их о край полной пепельницы с долли и с князем где шла речь об обеде о политике о болезни марьи петровны и где левин вдруг на минуту совершенно забывал что происходило и чувствовал себя точно проснувшимся и другое настроение в ее присутствии у ее изголовья где сердце хотело разорваться и все не разрывалось от сострадания и он не переставая молился богу
3035	одно вне ее присутствия с доктором курившим одну толстую папироску за другою и тушившим их о край полной пепельницы с долли и с князем где шла речь об обеде о политике о болезни марьи петровны и где левин вдруг на минуту совершенно забывал что происходило и чувствовал себя точно проснувшимся и другое настроение в ее присутствии у ее изголовья где сердце хотело разорваться и все не разрывалось от сострадания и он не переставая молился богу
3064	у нас теперь идет железная дорога сказал он отвечая на его вопрос
3064	у нас теперь идет железная дорога сказал он отвечая на его вопрос
3085	он был так пьян что не мог войти на лестницу но он велел себя поставить на ноги увидав степана аркадьича и уцепившись за него пошел с ним в его комнату и там стал рассказывать ему про то как он провел вечер и тут же заснул
3085	он был так пьян что не мог войти на лестницу но он велел себя поставить на ноги увидав степана аркадьича и уцепившись за него пошел с ним в его комнату и там стал рассказывать ему про то как он провел вечер и тут же заснул
