text	motif
1003	а на круглом столе был накрыт обед и среди закусок стояло несколько бутылок
1003	а на круглом столе был накрыт обед и среди закусок стояло несколько бутылок
1010	коньяк он тоже ловко пил как и все добрые люди целыми стопками и не закусывая
1010	коньяк он тоже ловко пил как и все добрые люди целыми стопками и не закусывая
1011	выпив третью стопку коньяку который на азазелло не производил никакого действия визитер заговорил так а уютный подвальчик черт меня возьми
1011	выпив третью стопку коньяку который на азазелло не производил никакого действия визитер заговорил так а уютный подвальчик черт меня возьми
1012	ведь мессир прислал вам подарок тут он отнесся именно к мастеру бутылку вина
1012	ведь мессир прислал вам подарок тут он отнесся именно к мастеру бутылку вина
1013	здоровье воланда воскликнула маргарита поднимая свой стакан
1013	все трое приложились к стаканам и сделали по большому глотку
1013	вино нюхали налили в стаканы глядели сквозь него на исчезающий перед грозою свет в окне
1013	здоровье воланда воскликнула маргарита поднимая свой стакан
1013	все трое приложились к стаканам и сделали по большому глотку
1013	вино нюхали налили в стаканы глядели сквозь него на исчезающий перед грозою свет в окне
1056	и с каждой рюмкой удлинялась перед ним проклятая цепь ненавистных фигур и были в этой цепи и дунчиль сергей герардович и красотка ида геркулановна и тот рыжий владелец бойцовых гусей и откровенный канавкин
1056	более того в тот же вечер никанор иванович на которого смерть популярного артиста навеяла массу тягостных воспоминаний один в компании только с полной луной освещающей садовую напился до ужаса
1056	более того в тот же вечер никанор иванович на которого смерть популярного артиста навеяла массу тягостных воспоминаний один в компании только с полной луной освещающей садовую напился до ужаса
1056	более того в тот же вечер никанор иванович на которого смерть популярного артиста навеяла массу тягостных воспоминаний один в компании только с полной луной освещающей садовую напился до ужаса
1056	более того в тот же вечер никанор иванович на которого смерть популярного артиста навеяла массу тягостных воспоминаний один в компании только с полной луной освещающей садовую напился до ужаса
1056	и с каждой рюмкой удлинялась перед ним проклятая цепь ненавистных фигур и были в этой цепи и дунчиль сергей герардович и красотка ида геркулановна и тот рыжий владелец бойцовых гусей и откровенный канавкин николай
